"","mac_location","mac_2e3ae81a591c","mac_380e4d448630","mac_380e4d448631","mac_380e4d448632","mac_586d8fe13926","mac_6cb2ae4a0160","mac_6cb2ae4a0161","mac_6cb2ae4a0162","mac_6cb2ae4a1060","mac_6cb2ae4a1061","mac_6cb2ae4a1062","mac_6cb2ae4a11c0","mac_6cb2ae4a11c1","mac_6cb2ae4a11c2","mac_f4f5db912913","mac_003a9a622310","mac_2e3ae81a4fac","mac_2e3ae81a549b"
"1:1","L4-174_L4-151",-65,-73,-74,-73,-71,-67,-67,-68,-79,-79,-79,-80,-85,-82,-12,0,0,0
